path,class_id,conf,x_min,y_min,x_max,y_max
/kaggle/temp/sagittal_all_images/1176954132___4025755581___10.png,4,0.0001149478,18.0,491.0,210.0,633.0
/kaggle/temp/sagittal_all_images/1176954132___4025755581___10.png,1,0.000114618705,376.0,200.0,428.0,254.0
/kaggle/temp/sagittal_all_images/1176954132___4025755581___10.png,6,7.043687e-05,486.00000000000006,573.0,595.0,703.0
/kaggle/temp/sagittal_all_images/1176954132___4025755581___10.png,4,5.897459e-05,2.0,113.99999999999999,218.00000000000003,827.9999999999999
/kaggle/temp/sagittal_all_images/1176954132___4025755581___10.png,7,5.3957175e-05,511.00000000000006,480.99999999999994,548.0,519.0
/kaggle/temp/sagittal_all_images/1176954132___4025755581___10.png,0,5.3456335e-05,210.0,172.0,271.0,239.0
/kaggle/temp/sagittal_all_images/1176954132___4025755581___10.png,9,5.0183262e-05,363.0,671.0,411.00000000000006,721.0
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,7,0.8141734004020691,254.9834966659546,333.49175453186035,288.99998664855957,368.508243560791
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,1,0.8061538338661194,271.49295806884766,154.99999523162842,305.5070400238037,189.01407718658447
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,5,0.8032277822494507,255.50341606140137,277.5034189224243,290.4966115951538,312.9999876022339
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,9,0.7952110767364502,264.4966125488281,378.4965753555298,299.0068197250366,414.50343132019043
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,3,0.7898757457733154,262.0032072067261,217.00000762939453,297.00000286102295,251.9968032836914
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,4,0.7368149757385254,160.98068952560425,275.98068714141846,194.99999284744263,310.50965785980225
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,6,0.732617974281311,160.9915256500244,348.00000190734863,195.9999918937683,383.50422382354736
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,2,0.7265011072158813,170.9868311882019,207.98683166503906,204.99999523162842,242.50659942626953
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,8,0.722909688949585,181.52198791503906,424.50733184814453,215.00000953674316,458.49266052246094
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,0,0.7225348353385925,181.98578357696533,142.49287843704224,217.00000762939453,176.99999809265137
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,8,0.0004817412991542369,167.32510328292847,426.24521255493164,204.53991889953613,463.86499404907227
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,1,0.00026082527,280.0,95.0,312.0,130.0
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,0,0.000129495415,187.0,90.0,223.0,128.0
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,9,9.0208895e-05,283.0,418.0,313.0,450.0
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,6,8.0093055e-05,147.0,344.0,184.0,382.0
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,0,7.508824e-05,167.0,136.0,206.99999999999997,176.0
/kaggle/temp/sagittal_all_images/1180134227___2003233944___8.png,4,5.65438e-05,172.0,271.0,229.0,313.0
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,7,0.8023603558540344,255.49883842468262,333.4988832473755,290.50116539001465,368.4988498687744
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,5,0.7860091924667358,256.49216175079346,278.4921884536743,290.5078172683716,313.5078430175781
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,3,0.7839801907539368,265.01214504241943,217.9999828338623,299.0000009536743,251.9878625869751
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,9,0.7828420400619507,267.00000762939453,379.49070930480957,301.0185718536377,414.5092964172363
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,1,0.7739673852920532,275.0,155.48986196517944,308.5101366043091,189.51014280319214
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,6,0.7382687926292419,161.9999885559082,347.9999780654907,196.5057373046875,383.5057258605957
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,4,0.732334554195404,161.4927887916565,276.4927864074707,195.50721645355225,310.9999895095825
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,2,0.7310338616371155,171.49680852890015,207.99362659454346,205.50320148468018,242.5032138824463
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,0,0.7283023595809937,183.00000429153442,143.49684715270996,217.50316619873047,177.50316858291626
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,8,0.710120677947998,181.52281045913696,424.0152359008789,215.5076026916504,458.492374420166
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,8,0.0012189275585114956,163.1940722465515,426.0593891143799,204.58221435546875,467.8356170654297
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,0,0.00032505825,185.0,79.0,222.00000000000003,114.99999999999999
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,6,0.000155645235,145.0,343.0,183.0,383.0
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,8,0.00011159041,155.0,413.99999999999994,197.0,457.0
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,0,7.4723125e-05,190.0,90.0,225.99999999999997,126.0
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,9,6.777321e-05,244.0,392.0,272.0,422.0
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,2,6.6989795e-05,151.0,199.0,191.0,239.0
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,7,6.6949905e-05,259.0,337.0,306.0,382.0
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,4,6.665483e-05,171.0,272.0,229.0,314.0
/kaggle/temp/sagittal_all_images/1180134227___335852781___8.png,4,5.083502e-05,146.0,271.0,185.0,311.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,9,0.6667931079864502,291.5972948074341,387.9999876022339,325.0,421.4026927947998
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,8,0.5566672086715698,194.7648286819458,393.0000066757202,228.76482009887695,427.6176452636719
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,9,0.4168403,272.0,357.0,307.0,393.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,5,0.40765165,257.0,265.0,291.0,301.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,3,0.40490025,263.0,215.0,298.0,250.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,1,0.3970080614089966,273.00000190734863,167.00000762939453,308.00373554229736,201.99999809265137
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,7,0.395638465,258.0,315.0,293.0,351.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,1,0.38184965,264.0,216.0,298.0,250.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,6,0.377929925,177.0,327.0,212.0,362.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,5,0.36152023,258.0,315.0,293.0,350.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,3,0.3611249,258.0,266.0,291.0,300.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,0,0.3542816638946533,194.04453039169312,151.02226734161377,230.91094493865967,187.95548677444458
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,2,0.35291767,185.0,204.99999999999997,220.00000000000003,240.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,4,0.35185057,178.0,263.0,213.0,299.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,7,0.33989455,272.0,358.0,306.0,392.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,0,0.331260385,187.0,206.99999999999997,220.00000000000003,239.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,2,0.3045198,180.0,265.0,213.0,298.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,4,0.2787798,178.0,328.0,211.0,361.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,8,0.20098687708377838,243.963623046875,442.9628372192383,276.9463777542114,476.9467353820801
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,8,0.0003339999,179.0,391.0,214.0,426.99999999999994
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,7,0.00021856655,262.0,317.0,313.0,360.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,8,0.0001505871,250.0,450.0,292.0,491.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,0,0.00013126737,179.0,149.0,215.0,187.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,3,8.875748e-05,242.0,254.0,307.0,306.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,9,8.7093815e-05,285.0,346.0,340.0,395.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,3,8.247674e-05,259.0,215.0,315.0,268.0
/kaggle/temp/sagittal_all_images/1187463765___1277039062___8.png,2,5.591827e-05,169.0,200.0,208.0,238.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,9,0.7901344299316406,290.49339294433594,384.49339866638184,323.4933853149414,417.00000762939453
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,1,0.7633447051048279,265.5196189880371,214.00001049041748,299.0392208099365,248.51961135864258
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,5,0.7538899779319763,258.5340738296509,312.60218620300293,292.931866645813,347.00000286102295
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,3,0.7070311307907104,258.90817642211914,263.4540796279907,292.9999828338623,298.00002574920654
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,7,0.6073218584060669,271.51050567626953,356.5105199813843,305.5105209350586,392.00000762939453
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,0,0.5544837713241577,188.4088158607483,203.4088134765625,222.00000286102295,236.9999885559082
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,0,0.5132346749305725,198.7208127975464,150.7208228111267,233.2791566848755,185.27917861938477
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,2,0.49710580706596375,180.32084703445435,261.6416931152344,213.99998664855957,295.6791639328003
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,8,0.45036062598228455,243.09625625610352,444.87032890319824,275.87029933929443,478.9665222167969
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,6,0.31760627,178.0,326.0,211.0,359.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,6,0.308787,193.0,392.0,229.0,428.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,4,0.226992175,177.0,325.0,211.0,360.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,8,0.19754088,197.0,392.0,229.99999999999997,426.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,1,0.17571184039115906,276.21521949768066,167.00000762939453,306.64567947387695,197.64565229415894
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,8,0.013531016185879707,247.6996898651123,452.72440910339355,287.0495080947876,490.6996250152588
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,8,0.006549221,231.99999999999997,433.0,263.0,465.00000000000006
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,9,0.001136524,298.0,355.0,336.0,396.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,8,0.000465649325,215.0,423.00000000000006,250.99999999999997,459.99999999999994
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,0,0.00034566477,184.0,145.0,221.0,180.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,8,0.00028554542,219.0,432.0,259.0,476.99999999999994
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,8,0.00027468775,180.0,391.0,215.0,426.99999999999994
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,8,0.00022386304,252.0,440.00000000000006,290.0,475.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,7,0.00015996203001122922,230.92529773712158,352.55277156829834,296.55277729034424,400.4471778869629
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,3,0.00012038815,241.0,250.99999999999997,313.0,305.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,7,0.00010180113,280.0,354.0,324.0,401.99999999999994
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,7,9.754097e-05,262.0,316.0,307.0,359.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,1,9.285327e-05,386.0,467.0,434.0,509.99999999999994
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,8,8.514173e-05,224.00000000000003,441.0,272.0,490.00000000000006
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,7,7.0188625e-05,281.0,322.0,326.0,366.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,1,6.465803e-05,261.0,213.0,313.0,270.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,6,5.42502275e-05,144.0,310.0,198.0,363.0
/kaggle/temp/sagittal_all_images/1187463765___578286568___7.png,4,5.17385925e-05,160.0,319.0,200.0,359.0
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,5,0.7939799427986145,193.49477291107178,172.49478101730347,218.999981880188,198.50521087646484
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,7,0.7871079444885254,197.00000286102295,210.50398349761963,222.00000286102295,236.00001335144043
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,9,0.778703510761261,205.49306869506836,236.49308681488037,231.50694370269775,262.0000123977661
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,3,0.7683984041213989,200.99997520446777,128.99999618530273,226.50909423828125,154.5090913772583
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,4,0.7573229074478149,122.48916625976562,169.97833251953125,147.48916625976562,194.99999284744263
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,1,0.7537703514099121,211.4903688430786,85.49036383628845,236.50963306427002,111.00000143051147
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,6,0.747395932674408,122.49159812927246,223.49159717559814,148.50839376449585,250.01680850982666
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,0,0.7285556793212891,137.9999876022339,70.95171809196472,163.52412700653076,96.999990940094
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,8,0.722341775894165,141.5143847465515,277.48560905456543,167.5143837928772,303.971266746521
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,2,0.7170569896697998,126.00001096725464,116.4987325668335,150.50127506256104,142.99999475479126
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,5,0.00044822943,0.0,0.0,171.0,273.0
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,7,0.00021682789,184.0,214.0,206.0,237.0
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,0,0.00017332204151898623,126.56759023666382,65.92568755149841,155.35809993743896,94.71620321273804
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,6,0.0001562126,112.00000000000001,222.00000000000003,138.0,249.00000000000003
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,8,0.0001506621,128.0,277.0,154.0,304.0
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,4,0.00014768848,112.00000000000001,168.0,138.0,195.0
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,8,0.00013475690502673388,131.6986083984375,281.9633960723877,159.8676085472107,312.0000123977661
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,4,0.00012945525,127.0,168.0,166.0,196.0
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,8,0.000114729415,150.0,281.0,180.0,312.0
/kaggle/temp/sagittal_all_images/1196781988___2027038733___7.png,0,5.8399725e-05,155.0,48.0,175.0,74.0
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,7,0.8156266212463379,163.99999856948853,175.49707889556885,185.99998950958252,197.99998998641968
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,3,0.8110783100128174,168.49416494369507,107.4941635131836,189.9999976158142,128.99999618530273
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,5,0.8097355365753174,161.00000143051147,143.49958896636963,183.00000429153442,165.99998474121094
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,1,0.8023664951324463,176.48983001708984,70.48983573913574,198.00000190734863,92.00000166893005
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,9,0.793237030506134,172.00000286102295,196.5143322944641,194.4856882095337,219.0000057220459
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,2,0.7311768531799316,104.50257062911987,99.00000095367432,125.99999904632568,120.99999189376831
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,6,0.7092589735984802,100.0,186.5004062652588,122.00000286102295,209.0008020401001
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,0,0.6987218856811523,113.99999856948853,58.99999737739563,136.51866912841797,80.9999942779541
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,4,0.6949316263198853,99.98875260353088,142.49438047409058,121.49438858032227,163.99999856948853
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,8,0.6720283031463623,117.55211353302002,229.99999523162842,139.51736688613892,251.96523666381836
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,0,0.0027605725917965174,103.59997749328613,54.70001697540283,128.2999873161316,79.40002679824829
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,2,0.001735431025736034,96.8768060207367,96.8152105808258,118.99999380111694,118.99999380111694
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,6,0.0011619400465860963,89.04527425765991,186.0452651977539,114.40905332565308,210.81809997558594
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,4,0.0007447395473718643,88.04044127464294,138.72584104537964,114.31460380554199,164.13707733154297
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,2,0.00066526905,118.0,101.0,136.0,119.0
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,8,0.0002546710893511772,106.71195983886719,227.6576042175293,131.0543417930603,253.3423900604248
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,8,0.00022846620413474739,116.55833721160889,239.88335132598877,139.27916288375854,263.1625175476074
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,8,0.00012904525,109.00000000000001,237.0,132.0,261.0
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,8,0.000111920295,112.00000000000001,225.0,133.0,246.0
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,4,9.54483e-05,242.0,192.0,283.0,243.00000000000003
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,4,8.934397e-05,111.00000000000001,142.0,133.0,163.0
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,0,5.3944415e-05,122.0,26.0,149.0,54.0
/kaggle/temp/sagittal_all_images/1196781988___4214254254___7.png,0,5.0741245e-05,121.0,85.0,138.0,101.0
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,7,0.8011646270751953,254.4957160949707,344.49572563171387,289.0000104904175,379.4956922531128
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,9,0.7989356517791748,269.9999809265137,393.999981880188,305.009126663208,429.5045852661133
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,5,0.7856101989746094,250.4965305328369,283.9930534362793,284.9999666213989,319.50345039367676
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,3,0.7377477288246155,253.99999618530273,214.99156951904297,289.50419425964355,250.99997520446777
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,0,0.716826319694519,153.000009059906,134.49801206588745,188.50197792053223,170.49801349639893
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,2,0.7142614722251892,145.49641609191895,212.4892234802246,180.5035948753357,248.00000190734863
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,1,0.7086349725723267,264.0000104904175,145.48213481903076,300.5178689956665,181.00000619888306
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,4,0.7076616287231445,137.4950647354126,290.48516750335693,172.00000286102295,325.4950523376465
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,8,0.6929633021354675,175.5706787109375,447.0282554626465,208.99999141693115,480.97171783447266
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,6,0.6839856505393982,145.50697803497314,375.9999752044678,180.00000715255737,411.49301528930664
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,6,0.0012391241,148.0,364.0,180.0,398.0
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,6,0.00070824765,149.0,390.0,183.0,424.0
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,2,0.0002946118,132.0,208.0,167.0,244.0
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,8,0.0001853631401900202,155.70662021636963,446.59929275512695,199.17352199554443,492.8264617919922
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,8,9.877081e-05,169.0,458.0,209.0,500.0
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,6,9.8571515e-05,130.0,373.0,167.0,413.99999999999994
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,0,8.427549e-05,162.0,178.0,188.0,200.99999999999997
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,4,7.667752e-05,146.0,281.0,179.0,315.0
/kaggle/temp/sagittal_all_images/1211350060___1284266776___9.png,9,5.0243423e-05,221.0,413.99999999999994,267.0,454.0
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,7,0.8200820088386536,257.49683380126953,338.49685192108154,292.00000762939453,373.50316047668457
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,9,0.7945468425750732,272.4924087524414,387.0000123977661,306.5075874328613,422.50757217407227
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,5,0.7922341823577881,253.50208282470703,278.99999618530273,288.0000114440918,313.49382400512695
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,3,0.7737552523612976,256.50596618652344,211.01195812225342,291.4940118789673,245.99997997283936
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,1,0.7651016712188721,264.99412059783936,141.99999570846558,300.49705505371094,178.00589799880981
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,2,0.7022079825401306,149.00000095367432,206.4972162246704,183.00557136535645,241.50278568267822
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,0,0.6934748888015747,155.5013656616211,130.9999942779541,189.9999976158142,165.9972906112671
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,8,0.6916574835777283,175.01025199890137,439.99996185302734,209.49485301971436,473.98977279663086
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,6,0.6611813902854919,147.00000286102295,366.95523262023926,181.56713247299194,401.99999809265137
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,4,0.6528021693229675,142.07059144973755,285.39412021636963,177.0706057548523,320.46473026275635
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,4,0.0007692790240980685,151.36793851852417,276.9198417663574,183.28779935836792,310.6557369232178
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,8,0.000641550519503653,159.75927114486694,438.4444236755371,198.51852655410767,478.4444332122803
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,6,0.0005082715069875121,138.21414709091187,374.57165718078613,172.99998998641968,408.7858200073242
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,6,0.00022774865,153.0,357.0,185.0,390.0
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,4,0.000219120205,127.0,293.0,165.0,331.0
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,4,0.0001820096,156.0,269.0,182.0,297.0
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,0,0.00012073236,168.0,130.0,206.0,166.0
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,6,0.0001190696,160.0,360.0,196.0,398.0
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,4,9.2248345e-05,405.99999999999994,340.0,470.0,421.0
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,8,7.462132e-05,385.0,380.0,419.00000000000006,413.0
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,4,6.989491e-05,370.0,348.0,424.0,411.00000000000006
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,9,6.8141735e-05,225.99999999999997,413.99999999999994,265.0,450.0
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,4,6.4952015e-05,113.99999999999999,272.0,160.0,322.0
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,9,6.1339625e-05,238.0,409.99999999999994,271.0,441.0
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,9,5.86179775e-05,217.0,385.0,297.0,434.99999999999994
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,8,5.3909287e-05,179.0,430.0,210.0,462.0
/kaggle/temp/sagittal_all_images/1211350060___2434814825___9.png,2,5.3377e-05,124.0,194.0,169.0,241.0
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,3,0.8426371216773987,264.49127197265625,219.98255252838135,298.01745414733887,254.99999523162842
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,5,0.8327144980430603,256.0016632080078,263.99998664855957,289.4991636276245,298.49915504455566
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,1,0.806991457939148,273.99847507476807,173.4992265701294,306.9999933242798,207.00154304504395
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,7,0.7833254337310791,259.0238332748413,301.01189613342285,292.50595569610596,335.494065284729
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,9,0.7578195929527283,269.9852705001831,320.9852457046509,304.0147542953491,355.0147533416748
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,2,0.7430012822151184,188.50488662719727,209.00979042053223,222.49510288238525,243.00000667572021
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,6,0.7363224625587463,180.9954285621643,318.99542808532715,214.50228691101074,354.00002002716064
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,8,0.7300014495849609,201.4796257019043,379.49321269989014,235.99998950958252,414.99996185302734
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,4,0.729034423828125,180.9999942779541,261.4987373352051,213.50128650665283,295.4987049102783
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,0,0.724931538105011,199.50265884399414,163.0053162574768,232.99999237060547,197.50266075134277
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,9,0.0008148549,298.0,348.0,324.0,377.0
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,8,0.0006181237986311316,211.25874519348145,383.30068588256836,249.25875663757324,424.4405746459961
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,7,0.000360229635,260.0,288.0,296.0,324.0
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,8,0.00017523255,231.0,387.0,271.0,426.99999999999994
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,8,0.000167885575,181.0,376.0,220.00000000000003,415.00000000000006
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,8,0.000165982665,223.0,364.0,256.0,397.0
/kaggle/temp/sagittal_all_images/1228406967___3868795667___9.png,8,0.00013227112,127.0,479.0,166.0,520.0
